"08H","93C","","20200401","0"
"08J","36L","","20200401","0"
"08K","72Q","","20200401","0"
"08L","72Q","","20200401","0"
"08M","A3A8R","","20210401","0"
"08N","A3A8R","","20210401","0"
"08P","36L","","20200401","0"
"08Q","72Q","","20200401","0"
"08R","36L","","20200401","0"
"08T","36L","","20200401","0"
"08V","A3A8R","","20210401","0"
"08W","A3A8R","","20210401","0"
"08X","36L","","20200401","0"
"08Y","W2U3Z","","20210401","0"
"09A","W2U3Z","","20210401","0"
"09C","91Q","","20200401","0"
"09E","91Q","","20200401","0"
"09F","97R","","20200401","0"
"09G","70F","","20200401","0"
"09H","70F","","20200401","0"
"09J","91Q","","20200401","0"
"09L","92A","","20200401","0"
"09N","92A","","20200401","0"
"09P","97R","","20200401","0"
"09W","91Q","","20200401","0"
"09X","70F","","20200401","0"
"09Y","92A","","20200401","0"
"0AA","0DE","","20150401","0"
"0AC","0DF","","20150401","0"
"0AE","0DF","","20150401","0"
"0AF","0CE","","20121001","1"
"0AG","0CH","","20130314","0"
"0AH","0CG","","20130313","0"
"0AJ","0CY","","20141001","1"
"0AK","0DE","","20150401","0"
"0AL","0CG","","20130313","0"
"0AM","0DC","","20141001","1"
"0AN","0CE","","20121001","1"
"0AQ","0DJ","","20170401","0"
"0AV","0DA","","20141001","0"
"0AW","0DF","","20150401","0"
"0AX","0DC","","20141001","1"
"0AY","0CF","","20130313","1"
"0CA","0CH","","20130314","0"
"0CD","0CF","","20130313","1"
"0CE","0CY","","20141001","1"
"0CF","0DA","","20141001","0"
"0CY","YDDTR","","20160401","0"
"0DC","0DJ","","20170401","0"
"101","114","","19960401","0"
"101","113","","19960401","0"
"101","111","","19960401","0"
"101","112","","19960401","0"
"102","H6X4G","","20230401","0"
"102","W8X1Q","","20230401","0"
"103","116","","19970401","0"
"103","117","","19970401","0"
"10A","91Q","","20200401","0"
"10C","D4U1Y","","20210401","0"
"10D","91Q","","20200401","0"
"10E","91Q","","20200401","0"
"10G","15D","","20180401","1"
"10H","14Y","","20180401","0"
"10J","D9Y0V","","20210401","0"
"10K","D9Y0V","","20210401","0"
"10L","D9Y0V","","20210401","0"
"10M","15A","","20180401","0"
"10N","15A","","20180401","0"
"10T","15D","","20180401","1"
"10V","D9Y0V","","20210401","0"
"10W","15A","","20180401","0"
"10X","D9Y0V","","20210401","0"
"10Y","14Y","","20180401","0"
"115","H6X4G","","20230401","0"
"11A","D9Y0V","","20210401","0"
"11C","15D","","20180401","1"
"11D","15A","","20180401","0"
"11E","92G","","20200401","0"
"11H","15C","","20180401","0"
"11T","15C","","20180401","0"
"122","916","","20200401","0"
"124","W8X1Q","","20230401","0"
"12A","15C","","20180401","0"
"12D","92G","","20200401","0"
"12G","13Y","","20150401","1"
"12H","13X","","20150401","1"
"12J","14J","","20160401","1"
"12J","13W","","20150401","0"
"12K","14K","","20160401","1"
"12K","13W","","20150401","0"
"12L","13Y","","20150401","1"
"12M","13X","","20150401","1"
"12N","13V","","20150401","1"
"12P","13V","","20150401","1"
"12Q","13V","","20150401","1"
"12R","14C","","20150401","1"
"12T","14C","","20150401","1"
"12V","14A","","20150401","0"
"12W","14E","","20150401","0"
"12X","14E","","20150401","0"
"12Y","14D","","20150401","1"
"13A","14D","","20150401","1"
"13C","14A","","20150401","0"
"13G","14H","","20150401","1"
"13H","14F","","20150401","0"
"13J","14F","","20150401","0"
"13K","14G","","20150401","0"
"13L","14G","","20150401","0"
"13M","14H","","20150401","1"
"13N","14G","","20200401","0"
"13P","15E","","20180401","0"
"13V","85J","","20200401","0"
"13W","27T","","20200401","0"
"13X","85J","","20200401","0"
"13Y","27T","","20200401","0"
"146","H6X4G","","20230401","0"
"14C","14A","","20200401","0"
"14D","14A","","20200401","0"
"14H","14G","","20200401","0"
"14J","27T","","20200401","0"
"14K","27T","","20200401","0"
"14N","76A","","20200401","0"
"14P","76A","","20200401","0"
"14V","97T","","20200401","0"
"14W","97T","","20200401","0"
"14X","32T","","20200401","0"
"156","916","","20200401","0"
"158","738","","20190401","0"
"15D","D4U1Y","","20210401","0"
"15G","14F","","20200401","0"
"15H","14F","","20200401","0"
"15J","14G","","20200401","0"
"15K","14G","","20200401","0"
"162","H6X4G","","20230401","0"
"163","Z9D4Z","","20210401","0"
"165","218","","20230401","0"
"169","U6Q5Z","","20210401","0"
"175","809","","20190401","0"
"179","Z9D4Z","","20210401","0"
"183","W8X1Q","","20230401","0"
"192","741","","20190401","0"
"201","217","","19960401","0"
"201","216","","19960401","0"
"201","214","","19960401","0"
"201","215","","19960401","0"
"202","219","","19960401","0"
"202","218","","19960401","0"
"221","218","","20230401","0"
"224","218","","20230401","0"
"236","Z9D4Z","","20210401","0"
"246","905","","20230401","0"
"259","809","","20190401","0"
"266","U6Q5Z","","20210401","0"
"275","809","","20190401","0"
"280","218","","20230401","0"
"288","218","","20230401","0"
"289","218","","20230401","0"
"290","905","","20230401","0"
"291","218","","20230401","0"
"294","916","","20200401","0"
"301","321","","19980401","0"
"301","322","","19980401","0"
"302","324","","19980401","0"
"302","325","","19980401","0"
"302","323","","19980401","0"
"303","W8X1Q","","20230401","0"
